0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,704,2,5,645,1,3,700,-1,1,652,1,2,640,-1,3,654,-2,5,679,2,1,682,-1,5,3
0,240,704,2,5,645,1,3,700,-1,1,652,1,2,640,-1,3,654,-2,5,679,2,1,682,-1,5,3,0,240,699,2,5,642,1,3,699,-1,1,649,1,2,638,-1,3,650,-2,5,678,2,1,678,-1,5,3
0,240,699,2,5,642,1,3,699,-1,1,649,1,2,638,-1,3,650,-2,5,678,2,1,678,-1,5,3,0,240,693,2,5,639,1,3,698,-1,1,647,1,2,635,-1,3,645,-2,5,676,2,1,673,-1,5,3
0,240,693,2,5,639,1,3,698,-1,1,647,1,2,635,-1,3,645,-2,5,676,2,1,673,-1,5,3,0,240,688,2,5,636,1,3,698,-1,1,645,1,2,632,-1,3,640,-2,5,675,2,1,669,-1,5,3
0,240,688,2,5,636,1,3,698,-1,1,645,1,2,632,-1,3,640,-2,5,675,2,1,669,-1,5,3,0,240,683,2,5,633,1,3,697,-1,1,643,1,2,629,-1,3,635,-2,5,673,2,1,665,-1,5,3
0,240,683,2,5,633,1,3,697,-1,1,643,1,2,629,-1,3,635,-2,5,673,2,1,665,-1,5,3,0,240,677,2,5,630,1,3,696,-1,1,641,1,2,626,-1,3,630,-2,5,672,2,1,660,-1,5,3
0,240,677,2,5,630,1,3,696,-1,1,641,1,2,626,-1,3,630,-2,5,672,2,1,660,-1,5,3,-8,232,670,2,5,626,1,3,693,-1,1,638,1,2,622,-1,3,625,-2,5,668,2,1,653,-1,5,0
-8,232,670,2,5,626,1,3,693,-1,1,638,1,2,622,-1,3,625,-2,5,668,2,1,653,-1,5,0,-8,224,662,2,5,623,1,3,691,-1,1,635,1,2,619,-1,3,619,-2,5,664,2,1,646,-1,5,0
-8,224,662,2,5,623,1,3,691,-1,1,635,1,2,619,-1,3,619,-2,5,664,2,1,646,-1,5,0,-8,216,655,2,5,620,1,3,688,-1,1,632,1,2,616,-1,3,614,-2,5,661,2,1,639,-1,5,4
-8,216,655,2,5,620,1,3,688,-1,1,632,1,2,616,-1,3,614,-2,5,661,2,1,639,-1,5,4,-8,208,648,2,5,617,1,3,686,-1,1,629,1,2,612,-1,3,608,-2,5,658,2,1,632,-1,5,0
-8,208,648,2,5,617,1,3,686,-1,1,629,1,2,612,-1,3,608,-2,5,658,2,1,632,-1,5,0,-8,200,641,2,5,614,1,3,684,-1,1,626,1,2,609,-1,3,603,-2,5,654,2,1,625,-1,5,0
